iter	RMSE
0	0.4701843624
1	0.4530969131
2	0.4370284064
3	0.4210119262
4	0.4059062179
5	0.3930535069
6	0.3796648275
7	0.3679638495
8	0.3572972608
9	0.3463186226
10	0.3356704679
11	0.325059208
12	0.3158831667
13	0.3059874675
14	0.2968781853
15	0.287993874
16	0.2795130326
17	0.2718946983
18	0.2644777157
19	0.2573757409
20	0.2508996244
21	0.2448081906
22	0.2387075749
23	0.2331707608
24	0.2286551824
25	0.2232915586
26	0.218785961
27	0.2141995426
28	0.20957205
29	0.2047912949
30	0.2003121975
31	0.1964701551
32	0.1927623071
33	0.1887782854
34	0.1850357388
35	0.1818625213
36	0.1785386926
37	0.1753921585
38	0.1725719598
39	0.1700070404
40	0.1667366965
41	0.1642367032
42	0.1612284973
43	0.1585360944
44	0.155821566
45	0.1534157276
46	0.1509913785
47	0.1487260385
48	0.1465219358
49	0.1442586194
50	0.1422137587
51	0.1402329194
52	0.1383657031
53	0.1364339073
54	0.1347369779
55	0.1331603572
56	0.1314227709
57	0.1298460711
58	0.128341169
59	0.1267642946
60	0.1252869262
61	0.1239850958
62	0.1226256786
63	0.1212468152
64	0.1199701869
65	0.1186189784
66	0.1172990186
67	0.1159007809
68	0.1147338819
69	0.1136824277
70	0.1123650642
71	0.1113575347
72	0.1104032636
73	0.1093018913
74	0.1083380527
75	0.1073929879
76	0.1063642322
77	0.1053094582
78	0.1044670839
79	0.1036100373
80	0.1026031423
81	0.1017774534
82	0.1010194618
83	0.1002349914
84	0.09947893563
85	0.09877936677
86	0.09784912983
87	0.0971230193
88	0.09621847523
89	0.09545209271
90	0.09474339135
91	0.09390173908
92	0.0932841603
93	0.09273910445
94	0.09190480067
95	0.0913278518
96	0.09077841662
97	0.08998802319
98	0.08936225708
99	0.08858159167
100	0.08812763554
101	0.08745056379
102	0.08669678219
103	0.08617796781
104	0.08552395159
105	0.08503587375
106	0.0843326005
107	0.08367350653
108	0.08298482421
109	0.08234863391
110	0.08180910586
111	0.08133139189
112	0.08074099174
113	0.08016835195
114	0.07960743421
115	0.07925158337
116	0.0788022239
117	0.07827211325
118	0.07773749368
119	0.07714362645
120	0.07661733274
121	0.07629506742
122	0.07571621686
123	0.07521779686
124	0.07477271857
125	0.07435411334
126	0.07392183488
127	0.07342585601
128	0.07294050916
129	0.07243047431
130	0.07202942024
131	0.0715339052
132	0.07105387569
133	0.07058490246
134	0.07019726048
135	0.06972488893
136	0.06941156477
137	0.06910913739
138	0.06864857438
139	0.06826417642
140	0.06782699385
141	0.06748294934
142	0.06706499608
143	0.06661231054
144	0.06626210887
145	0.06589377006
146	0.06553567034
147	0.06521832306
148	0.06486878387
149	0.06448454437
150	0.06414032409
151	0.06379080792
152	0.06349402185
153	0.06319720229
154	0.06286493457
155	0.0626223161
156	0.06227101745
157	0.06201768994
158	0.06166519533
159	0.06136559956
160	0.06103956242
161	0.06073538555
162	0.06042922445
163	0.06006145238
164	0.05980924088
165	0.05949093889
166	0.05930519203
167	0.05903349316
168	0.05885572257
169	0.05854369508
170	0.05829719521
171	0.05803661459
172	0.05777929972
173	0.05744875087
174	0.0571438514
175	0.05692035149
176	0.05661007987
177	0.05634022696
178	0.05611841883
179	0.05593987028
180	0.05568040094
181	0.05548244304
182	0.05517145577
183	0.05493167569
184	0.05463366034
185	0.0544002838
186	0.05423706954
187	0.05404347416
188	0.05381128483
189	0.05365669246
190	0.05346178522
191	0.05327465239
192	0.05301541409
193	0.05281873196
194	0.05257665336
195	0.05242222885
196	0.05223100251
197	0.05196705557
198	0.05178507737
199	0.05149365023
200	0.05131707829
201	0.0511282685
202	0.05090786628
203	0.050792577
204	0.05067594146
205	0.05049791124
206	0.05048944321
207	0.05029109777
208	0.05007818596
209	0.04982186599
210	0.04964891506
211	0.04944781466
212	0.0493398222
213	0.04921016362
214	0.04906355043
215	0.04880437177
216	0.04855655913
217	0.0483560894
218	0.04816320248
219	0.04798860328
220	0.04775930871
221	0.04759164125
222	0.04745249022
223	0.04721783999
224	0.04703919499
225	0.04690087427
226	0.04676284149
227	0.04660922406
228	0.04650661853
229	0.0463653874
230	0.04621443888
231	0.04604947401
232	0.0458180761
233	0.04567497315
234	0.04549819748
235	0.04531878139
236	0.04516174708
237	0.04505561743
238	0.04496033428
239	0.04475822956
240	0.04458099509
241	0.04447880331
242	0.04435296917
243	0.04418466578
244	0.04405476873
245	0.04393971967
246	0.04377638733
247	0.04363880518
248	0.04346838996
249	0.0433293394
250	0.04317462959
251	0.04308874672
252	0.04293891761
253	0.04281731521
254	0.04260621364
255	0.04244879954
256	0.04225982663
257	0.04215790967
258	0.04200992358
259	0.04184368912
260	0.04166556066
261	0.04166130435
262	0.04150556444
263	0.04150158498
264	0.04128632655
265	0.04114541156
266	0.04098511559
267	0.04080194136
268	0.04065164961
269	0.04052949918
270	0.04039436879
271	0.04039050074
272	0.04027277126
273	0.04017487339
274	0.04003899618
275	0.03990588038
276	0.03974977868
277	0.03961196027
278	0.03948820245
279	0.03935160482
280	0.03915722685
281	0.03903282544
282	0.03891333284
283	0.03878963412
284	0.03862804873
285	0.03851864707
286	0.03843320247
287	0.03836103399
288	0.03818679089
289	0.03805111901
290	0.0379505535
291	0.03781417571
292	0.0377567886
293	0.03766687481
294	0.03751119091
295	0.03739901603
296	0.03732134317
297	0.03724163434
298	0.03711941966
299	0.03695446659
300	0.03686164534
301	0.03670947621
302	0.03662812239
303	0.03657860284
304	0.03647313532
305	0.03639142616
306	0.036323161
307	0.0362637677
308	0.03618569901
309	0.03603911613
310	0.03590877485
311	0.03582958326
312	0.03576476719
313	0.03568579955
314	0.03561989086
315	0.0355473543
316	0.03542648462
317	0.03530703405
318	0.03520025179
319	0.03516972636
320	0.03509819673
321	0.03509515803
322	0.03499386444
323	0.03491091671
324	0.03484031297
325	0.03476271006
326	0.03467796555
327	0.03453336129
328	0.03446695222
329	0.03442287178
330	0.03436469741
331	0.03423485891
332	0.03423171926
333	0.03412754165
334	0.03404205849
335	0.03393723765
336	0.03390196789
337	0.0338133301
338	0.03378412216
339	0.03371234076
340	0.03363956353
341	0.0335925686
342	0.03353190735
343	0.03348013061
344	0.03341788204
345	0.03334595269
346	0.03325730591
347	0.03319008774
348	0.03308222603
349	0.03299462196
350	0.0329179778
351	0.0328671946
352	0.03278784283
353	0.03269799442
354	0.03263546903
355	0.03255363573
356	0.03247904095
357	0.03243121181
358	0.03238914385
359	0.03233260957
360	0.03225513249
361	0.03219063545
362	0.03213030901
363	0.03206915709
364	0.03201419726
365	0.03193243991
366	0.03184288764
367	0.03177590738
368	0.0317152675
369	0.03168113942
370	0.03161630261
371	0.03154871129
372	0.0315030463
373	0.03145248016
374	0.03135732256
375	0.03127663322
376	0.03117403856
377	0.03112690981
378	0.03108492993
379	0.03098668849
380	0.03090275747
381	0.030825481
382	0.03073497131
383	0.03063595281
384	0.03056428507
385	0.0305060161
386	0.0304678224
387	0.03040721331
388	0.0303430747
389	0.03028684463
390	0.03024905832
391	0.03015998226
392	0.03011016714
393	0.03002262262
394	0.02997057723
395	0.02990751062
396	0.02984831666
397	0.02979326587
398	0.02973495265
399	0.02968745497
400	0.02961833187
401	0.02957905355
402	0.02950570182
403	0.02944751733
404	0.02939740242
405	0.029348911
406	0.02929999304
407	0.02924937871
408	0.02919772949
409	0.02913322067
410	0.02907993553
411	0.02900633098
412	0.02897048843
413	0.02891121279
414	0.02886830261
415	0.02881050399
416	0.02874622808
417	0.02869824279
418	0.02864117716
419	0.02857544991
420	0.02849671087
421	0.02846231907
422	0.02841065181
423	0.02835415481
424	0.02830761771
425	0.02824806385
426	0.02818857816
427	0.02814476276
428	0.02809969023
429	0.02809384154
430	0.02801674429
431	0.02798545889
432	0.02794293746
433	0.02787388666
434	0.02784222783
435	0.02777789567
436	0.02777226942
437	0.02769696136
438	0.02766575833
439	0.02761986499
440	0.02755280821
441	0.02750918077
442	0.02745314279
443	0.02741059482
444	0.02734626496
445	0.0273168672
446	0.02729276805
447	0.02726511081
448	0.02723845296
449	0.02717950727
450	0.02712007833
451	0.02706028812
452	0.02700110673
453	0.02697981787
454	0.02693744238
455	0.02689718718
456	0.02683369845
457	0.02677064791
458	0.02676803945
459	0.02672621869
460	0.02666163295
461	0.02663286219
462	0.02663038835
463	0.02659197095
464	0.02654375779
465	0.02650334238
466	0.02647331573
467	0.02644183523
468	0.02644020361
469	0.02643788822
470	0.02643633527
471	0.02639426299
472	0.02634046809
473	0.02631674187
474	0.02625696478
475	0.02625477218
476	0.026205681
477	0.02620358559
478	0.02614637948
479	0.02610814824
480	0.02605541498
481	0.02600506461
482	0.02594340595
483	0.02590294541
484	0.02584727756
485	0.02584531043
486	0.02580501494
487	0.02575423039
488	0.0257173183
489	0.02567630169
490	0.02562374921
491	0.02556986409
492	0.02553038647
493	0.02550747596
494	0.02546453838
495	0.02544122055
496	0.02540958124
497	0.02536465772
498	0.02531417253
499	0.02526615407
500	0.02521504683
501	0.02517521676
502	0.02514296492
503	0.02514109765
504	0.02509140855
505	0.02505692817
506	0.02501155268
507	0.02499034027
508	0.02494956326
509	0.02490321721
510	0.02488076913
511	0.0248430221
512	0.02484131681
513	0.02483967423
514	0.02480591475
515	0.02476015081
516	0.02475857017
517	0.02475707182
518	0.02470670442
519	0.02466706679
520	0.02462130181
521	0.02459118619
522	0.02456196696
523	0.02451489729
524	0.02447298907
525	0.02443771388
526	0.02439669043
527	0.02437003995
528	0.02433607296
529	0.02430584263
530	0.0242796702
531	0.02427038173
532	0.02422497628
533	0.02417563697
534	0.02414840721
535	0.02410422235
536	0.02405830634
537	0.02402654388
538	0.02400605313
539	0.02395754269
540	0.02391059969
541	0.02386592278
542	0.02383443642
543	0.02383275552
544	0.02381612575
545	0.02378544431
546	0.02375070226
547	0.02372068143
548	0.02368778395
549	0.02364091224
550	0.02360959708
551	0.02357828072
552	0.02355327897
553	0.02352177231
554	0.02349912515
555	0.02346605504
556	0.02342284192
557	0.02339257114
558	0.02336196273
559	0.02333537854
560	0.02329385752
561	0.0232695349
562	0.02324063179
563	0.02320063321
564	0.02317733061
565	0.02315298465
566	0.02315073672
567	0.02312811759
568	0.02309929845
569	0.02307983326
570	0.02306007196
571	0.02305629931
572	0.0230322671
573	0.02299766451
574	0.0229710033
575	0.02293473037
576	0.02290919617
577	0.02288338731
578	0.02284296603
579	0.02281120447
580	0.02278734395
581	0.02275888018
582	0.02272871948
583	0.02269114608
584	0.02266626279
585	0.0226431447
586	0.02261930591
587	0.02258184826
588	0.02254676718
589	0.02252083733
590	0.02248038974
591	0.02245749984
592	0.02243992552
593	0.02240231031
594	0.02237603903
595	0.0223639447
596	0.02233733198
597	0.02231520613
598	0.02228917612
599	0.02227063126
600	0.02225612251
601	0.02222811118
602	0.02220447071
603	0.02217687735
604	0.02215067092
605	0.02211374441
606	0.02209030429
607	0.02207353529
608	0.02204914342
609	0.02202325435
610	0.02199804797
611	0.02196376421
612	0.02193834283
613	0.0218995706
614	0.0218777128
615	0.02185688179
616	0.02182982833
617	0.02180348366
618	0.0217858796
619	0.02177289468
620	0.02174682197
621	0.02171098894
622	0.02167929462
623	0.02165676794
624	0.02163406284
625	0.02161711099
626	0.02159654092
627	0.02157704633
628	0.02154619902
629	0.02152492995
630	0.02149551712
631	0.02147379823
632	0.02144891003
633	0.0214260158
634	0.02140584553
635	0.02138090095
636	0.02136640201
637	0.0213310068
638	0.02129588358
639	0.02127039539
640	0.02123840079
641	0.02122147883
642	0.02119131458
643	0.02117020211
644	0.02115256744
645	0.02113338436
646	0.02111583096
647	0.02110000387
648	0.02107040989
649	0.02103798148
650	0.0210229156
651	0.02099401617
652	0.02097209342
653	0.02094076567
654	0.02091698015
655	0.02089474621
656	0.0208731672
657	0.02086070239
658	0.02084452942
659	0.0208279901
660	0.0208042481
661	0.02078337186
662	0.02077105279
663	0.02075079947
664	0.02072221524
665	0.02070344901
666	0.02068421773
667	0.02066171506
668	0.02064594868
669	0.02063174991
670	0.02060698557
671	0.02058042573
672	0.02056012859
673	0.02054133288
674	0.0205224713
675	0.02050059266
676	0.02047311529
677	0.02045599095
678	0.02043008755
679	0.0204145203
680	0.02039182039
681	0.02037346853
682	0.02035835218
683	0.02033791467
684	0.02031862699
685	0.0203010958
686	0.0202820923
687	0.02026221843
688	0.0202459137
689	0.02022877534
690	0.02020171222
691	0.02018097173
692	0.02015648195
693	0.02013170287
694	0.02011374523
695	0.02009272097
696	0.02007116096
697	0.02005242902
698	0.02003710777
699	0.02001224989
700	0.01999718336
701	0.01997147476
702	0.01995444339
703	0.01993888153
704	0.01992177768
705	0.01990285947
706	0.01988763107
707	0.01987958237
708	0.01985879373
709	0.01983684622
710	0.01981395208
711	0.01979863728
712	0.01976895462
713	0.01975172343
714	0.01973953301
715	0.01972473806
716	0.01970956561
717	0.01969506708
718	0.01967427475
719	0.01964865782
720	0.01963002253
721	0.01961922538
722	0.01958931976
