iter	RMSE
723	0.01955978532
724	0.01954855739
725	0.01952884204
726	0.01951305392
727	0.01949841909
728	0.01947565818
729	0.01945587653
730	0.01943523574
731	0.01941673948
732	0.01940654002
733	0.01938798132
734	0.01936468356
735	0.01934128002
736	0.01932421439
737	0.0193072186
738	0.01928581398
739	0.01926597181
740	0.01925771239
741	0.01924309179
742	0.01922662205
743	0.01921026648
744	0.0191836034
745	0.01917286175
746	0.01915427234
747	0.01913157265
748	0.0191077888
749	0.01909263756
750	0.01907747637
751	0.01906036145
752	0.01904879564
753	0.01904159216
754	0.0190278343
755	0.01901279808
756	0.01900066057
757	0.01898569197
758	0.0189738017
759	0.01896054109
760	0.01894733126
761	0.0189295441
762	0.01891113604
763	0.01889795378
764	0.01888194883
765	0.01886739262
766	0.01885239245
767	0.01883306831
768	0.01881753537
769	0.01879978619
770	0.0187861595
771	0.01876528912
772	0.01874916696
773	0.01873726203
774	0.0187151989
775	0.01870305626
776	0.01868667935
777	0.01867292655
778	0.01866183586
779	0.01865096621
780	0.01864569501
781	0.01863419352
782	0.01862057888
783	0.01861071732
784	0.01859817944
785	0.0185833143
786	0.01857031545
787	0.01855199432
788	0.01853631415
789	0.01852667226
790	0.01851724693
791	0.01849864253
792	0.01847681979
793	0.01845721175
794	0.01844440782
795	0.01843285006
796	0.01841889174
797	0.01840161352
798	0.01838935466
799	0.01837798061
800	0.01836434734
801	0.01834987865
802	0.01833301746
803	0.01831108489
804	0.01828834003
805	0.01827622626
806	0.01825939554
807	0.01823738084
808	0.01821678595
809	0.01820236583
810	0.01819623036
811	0.01817959613
812	0.01816970775
813	0.01815775366
814	0.01814115116
815	0.01812759325
816	0.01811378921
817	0.01809634712
818	0.01808259416
819	0.01806572835
820	0.01805402975
821	0.01804364939
822	0.01803025176
823	0.01801885596
824	0.01800728755
825	0.01799923549
826	0.01798695576
827	0.01797310139
828	0.01795621937
829	0.01794057601
830	0.01792027572
831	0.01790751857
832	0.01788983579
833	0.01788055182
834	0.01786921177
835	0.01785775682
836	0.01784810431
837	0.01783051678
838	0.01781808501
839	0.01780833237
840	0.01780324704
841	0.01779026569
842	0.01778035348
843	0.01776762672
844	0.01775232348
845	0.01773853368
846	0.01772452393
847	0.0177165351
848	0.01769798913
849	0.01769055465
850	0.01768034075
851	0.01767099385
852	0.01766113951
853	0.01765014988
854	0.0176316586
855	0.01761862698
856	0.01760869883
857	0.01759504514
858	0.01758578531
859	0.01757316054
860	0.01756245619
861	0.01755545926
862	0.01754071135
863	0.01753221867
864	0.01752006065
865	0.01751154097
866	0.01749807444
867	0.0174831435
868	0.01747381875
869	0.01746737635
870	0.01746172473
871	0.01744751249
872	0.01743384608
873	0.01742189474
874	0.01739982533
875	0.0173879722
876	0.01737477425
877	0.01736515377
878	0.01735635543
879	0.01734589632
880	0.01733463311
881	0.01731984286
882	0.01731543049
883	0.01730312293
884	0.01729326185
885	0.01728020631
886	0.01726827753
887	0.01725720937
888	0.017245649
889	0.01723649815
890	0.01722767868
891	0.01721291706
892	0.01720426502
893	0.01719238529
894	0.01718420927
895	0.0171717509
896	0.01715875078
897	0.01714181326
898	0.01713234343
899	0.01712098673
900	0.01710894111
901	0.01710295303
902	0.01708943649
903	0.01708146496
904	0.01708107221
905	0.01706817738
906	0.01705554176
907	0.01704620503
908	0.0170349814
909	0.01702435741
910	0.01701508715
911	0.0169949442
912	0.01698108559
913	0.0169713336
914	0.01695796546
915	0.01694644674
916	0.01693626085
917	0.01692537242
918	0.01691729872
919	0.01691033161
920	0.01690212293
921	0.01688706637
922	0.01687515828
923	0.01686562292
924	0.01686528946
925	0.0168649776
926	0.01684947802
927	0.01683942791
928	0.01682695476
929	0.01681557028
930	0.01680457507
931	0.01680350656
932	0.01679677585
933	0.01678940065
934	0.01678206904
935	0.01677446163
936	0.01676292492
937	0.01675224808
938	0.01673968755
939	0.01672519723
940	0.01671793912
941	0.01670503025
942	0.0166964424
943	0.01668849003
944	0.01668030544
945	0.01667493995
946	0.0166602408
947	0.0166471106
948	0.01663882162
949	0.01662864113
950	0.01661316211
951	0.01660576004
952	0.01660475434
953	0.01659434888
954	0.01658314246
955	0.01657653934
956	0.01656321502
957	0.01655247327
958	0.0165453757
959	0.01653493371
960	0.01652737836
961	0.0165192885
962	0.01651778499
963	0.01650723001
964	0.01649853961
965	0.01648969482
966	0.01648313369
967	0.0164727629
968	0.01645967333
969	0.01644934077
970	0.01643921723
971	0.01642859084
972	0.01642583322
973	0.01641942524
974	0.01641017803
975	0.01640076245
976	0.01638878866
977	0.01638113437
978	0.01637364994
979	0.01635888307
980	0.01634811841
981	0.01633625836
982	0.01632630541
983	0.01631860225
984	0.01631058697
985	0.01630045776
986	0.01629195381
987	0.01628623499
988	0.0162780502
989	0.01626695745
990	0.01625109654
991	0.01624012357
992	0.01623984419
993	0.01623266126
994	0.01622315831
995	0.01621758159
996	0.01620888268
997	0.01620828954
998	0.01620804097
999	0.01619933387
